step,algo,q_type,exp_type,env_action,reference_action,alt_action,match,summary,reward_resource,reward_network,reward_security,best_q,alt_q,delta,q_a0_scalar,q_a1_scalar,q_a2_scalar,q_a3_scalar,q_a4_scalar,q_a5_scalar,q_a6_scalar,q_a7_scalar,q_a8_scalar,q_a9_scalar,q_a10_scalar,q_a11_scalar,feat_vim0_cpu,feat_vim0_ram,feat_vim1_cpu,feat_vim1_ram,feat_max_apt_score,feat_mean_apt_score,feat_max_dataleak_score,feat_mean_dataleak_score,feat_max_dos_score,feat_mean_dos_score,feat_mean_security_penalty,feat_max_security_penalty,feat_security_penalty_cumul,feat_mean_network_penalty,feat_max_network_penalty,feat_mean_mtd_overhead,feat_min_remaining_mig,feat_mean_remaining_mig,feat_min_remaining_reinst,feat_mean_remaining_reinst,feat_total_ues,feat_nb_resources
2561,DQN,Scalar,SingleObjective_RDX,8,8,5,1,Action 8 was executed and is the highest-Q action (action 8). Q-value vs next-best action 5: +0.4755. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.175236786,-0.042396682,-18.12698263,28.466121673583984,27.990671157836914,0.4754505157470703,12.61579704284668,26.255918502807617,21.314945220947266,26.73579216003418,26.07575798034668,27.990671157836914,23.145893096923828,27.657737731933594,28.466121673583984,27.30423927307129,26.431283950805664,23.69676399230957,18,184.5,22,104.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8036389350891113,4.58203125,7182.337891,0.006008693,0.02230835,0.081978932,0,81.57142639160156,0,968,16,7
2562,DQN,Scalar,SingleObjective_RDX,10,10,5,1,Action 10 was executed and is the highest-Q action (action 10). Q-value vs next-best action 5: +0.1090. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.061658095,-0.246901741,-18.11932284,28.843488693237305,28.73449707,0.10899162292480469,12.753416061401367,25.946086883544922,21.24980354309082,27.06216049194336,27.484888076782227,28.73449707,22.319229125976562,25.201339721679688,26.27495574951172,28.61774253845215,28.843488693237305,24.827117919921875,14,176.375,22,104.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8036389350891113,4.58203125,7185.140625,0.00591714,0.022537231,0.081978932,0,81.57142639160156,0,967.8571166992188,16,7
2563,DQN,Scalar,SingleObjective_RDX,5,5,7,1,Action 5 was executed and is the highest-Q action (action 5). Q-value vs next-best action 7: +1.0988. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.061658095,-1.863066623,-18.12030513,29.18990135192871,28.09111213684082,1.0987892150878906,11.57983112335205,26.183420181274414,22.333890914916992,27.120288848876953,25.032581329345703,29.18990135192871,23.675769805908203,28.09111213684082,27.308683395385742,26.02077865600586,23.51753807067871,23.234189987182617,18,184.5,24,106.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8028018474578857,4.58203125,7187.943359,0.039819445461034775,0.190917969,0.081978932,0,81.42857360839844,0,967.8571166992188,16,7
2564,DQN,Scalar,SingleObjective_RDX,5,5,8,1,Action 5 was executed and is the highest-Q action (action 5). Q-value vs next-best action 8: +0.2075. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-20,-20.20839792,-39.62128746,28.468454360961914,28.260948181152344,0.2075061798095703,12.502599716186523,26.480226516723633,21.56116295,26.672109603881836,26.166711807250977,28.468454360961914,23.43716812133789,27.75705337524414,28.260948181152344,27.207218170166016,26.035127639770508,23.331953048706055,20,186.5,20,102.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8033599853515625,4.5859375,7190.746094,0.7773895263671875,5.40234375,0.081978932,0,81.28571319580078,0,967.8571166992188,17,7
2565,DQN,Scalar,SingleObjective_RDX,5,5,7,1,Action 5 was executed and is the highest-Q action (action 5). Q-value vs next-best action 7: +0.9734. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.061658095,-0.041814788,-18.12226983,29.109262466430664,28.13582420349121,0.9734382629394531,12.251924514770508,26.71675682067871,22.24077796936035,26.727006912231445,26.310527801513672,29.109262466430664,24.171720504760742,28.13582420349121,27.58585548400879,26.780397415161133,25.289871215820312,23.05653190612793,22,188.5,20,102.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8033599853515625,4.5859375,7193.548828,0.032867432,0.19152832,0.081978932,0,81.28571319580078,0,967.8571166992188,17,7
2566,DQN,Scalar,SingleObjective_RDX,8,8,5,1,Action 8 was executed and is the highest-Q action (action 8). Q-value vs next-best action 5: +0.9529. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.175236786,-0.046168941,-18.12210521,28.694808959960938,27.74188995361328,0.9529190063476562,12.751644134521484,26.432653427124023,21.169719696044922,26.708927154541016,26.129804611206055,27.74188995361328,23.18193244934082,27.694543838500977,28.694808959960938,27.430715560913086,26.466167449951172,23.60974693,20,186.5,20,102.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8033599853515625,4.5859375,7196.351563,0.005827222,0.021682739,0.081978932,0,81.14286041259766,0,967.8571166992188,17,7
2567,DQN,Scalar,SingleObjective_RDX,10,10,9,1,Action 10 was executed and is the highest-Q action (action 10). Q-value vs next-best action 9: +0.2026. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-20,-20.24684184,-39.62308763,29.032766342163086,28.830188751220703,0.2025775909423828,12.921605110168457,26.122407913208008,21.093177795410156,27.053728103637695,27.64335060119629,28.512033462524414,22.307321548461914,25.095476150512695,26.41967773,28.830188751220703,29.032766342163086,24.796573638916016,16,178.375,20,102.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8033599853515625,4.5859375,7199.154297,0.006447656,0.023956299,0.081978932,0,81.14286041259766,0,967.7142944335938,17,7
2568,DQN,Scalar,SingleObjective_RDX,5,5,7,1,Action 5 was executed and is the highest-Q action (action 5). Q-value vs next-best action 7: +1.0063. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.061658095,-0.043309438,-18.12407009,29.094924926757812,28.088647842407227,1.006277084350586,12.21591854095459,26.55703353881836,22.273319244384766,26.76347541809082,26.19689178466797,29.094924926757812,24.074289321899414,28.088647842407227,27.488330841064453,26.771686553955078,25.437213897705078,23.27005958557129,20,186.5,22,104.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8036389350891113,4.5859375,7201.958984,0.03980691,0.190795898,0.081978932,0,81.14286041259766,0,967.7142944335938,17,7
2569,DQN,Scalar,SingleObjective_RDX,8,8,5,1,Action 8 was executed and is the highest-Q action (action 8). Q-value vs next-best action 5: +0.7087. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.120383817,-0.206973013,-18.1243644,28.523263931274414,27.81456947,0.7086944580078125,12.710121154785156,26.437646865844727,21.219074249267578,26.64674186706543,26.067668914794922,27.81456947,23.188257217407227,27.55615807,28.523263931274414,27.622665405273438,26.496042251586914,23.60403823852539,20,186.5,20,102.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8039181232452393,4.5859375,7204.763672,0.006024224,0.021255493,0.081978932,0,81,0,967.7142944335938,16,7
2570,DQN,Scalar,SingleObjective_RDX,5,5,9,1,Action 5 was executed and is the highest-Q action (action 5). Q-value vs next-best action 9: +0.6149. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.061658095,-0.088891859,-18.12534693,29.109176635742188,28.494243621826172,0.6149330139160156,12.64268970489502,26.318233489990234,21.668638229370117,26.960702896118164,27.43129539489746,29.109176635742188,22.915910720825195,25.58119773864746,26.100507736206055,28.494243621826172,28.103057861328125,24.367151260375977,18,180.375,20,102.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8039181232452393,4.5859375,7207.568359,0.032612119,0.19152832,0.081978932,0,81,0,967.5714111328125,16,7
2571,DQN,Scalar,SingleObjective_RDX,8,8,9,1,Action 8 was executed and is the highest-Q action (action 8). Q-value vs next-best action 9: +1.0170. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.175236786,-0.041520969,-18.12587071,28.72283935546875,27.705875396728516,1.0169639587402344,12.81618595123291,26.415023803710938,21.055919647216797,26.652650833129883,26.039060592651367,27.61979866027832,23.037134170532227,27.496366500854492,28.72283935546875,27.705875396728516,26.642623901367188,23.66049575805664,20,186.5,20,102.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8039181232452393,4.5859375,7210.373047,0.013047627173364162,0.053924561,0.081978932,0,80.85713958740234,0,967.5714111328125,17,7
2572,DQN,Scalar,SingleObjective_RDX,9,9,10,1,Action 9 was executed and is the highest-Q action (action 9). Q-value vs next-best action 10: +0.0817. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.061658095,-0.247703218,-18.12351024,28.865327835083008,28.78359603881836,0.081731796,12.89715862,26.10763168334961,21.016307830810547,26.94836426,27.270483016967773,28.33946990966797,22.293987274169922,25.279874801635742,26.666845321655273,28.865327835083008,28.78359603881836,24.68703269958496,16,178.375,20,102.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8039181232452393,4.5859375,7213.175781,0.005776542,0.020843506,0.081978932,0,80.85713958740234,0,967.4285888671875,17,7
2573,DQN,Scalar,SingleObjective_RDX,5,5,7,1,Action 5 was executed and is the highest-Q action (action 5). Q-value vs next-best action 7: +0.2180. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.119734256,-1.863006087,-18.12449273,28.311792373657227,28.09379768371582,0.21799468994140625,13.558989524841309,26.22676658630371,22.724464416503906,26.98994255065918,25.165319442749023,28.311792373657227,23.56962776184082,28.09379768371582,26.835477828979492,24.968769073486328,23.481094360351562,25.22041130065918,20,186.5,22,104.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8036389350891113,4.5859375,7215.978516,0.039969582,0.190917969,0.081978932,0,80.71428680419922,0,967.4285888671875,17,7
2574,DQN,Scalar,SingleObjective_RDX,8,8,7,1,Action 8 was executed and is the highest-Q action (action 8). Q-value vs next-best action 7: +0.2729. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.175236786,-1.892345967,-18.12478706,27.967378616333008,27.694477081298828,0.2729015350341797,13.513602256774902,26.18992805480957,21.58486557006836,26.875539779663086,25.314167022705078,27.424640655517578,22.890962600708008,27.694477081298828,27.967378616333008,26.238300323486328,24.92506217956543,24.840652465820312,20,186.5,20,102.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8036389350891113,4.5859375,7218.78125,0.7773418426513672,5.40234375,0.081978932,0,80.57142639160156,0,967.4285888671875,17,7
2575,DQN,Scalar,SingleObjective_RDX,5,5,9,1,Action 5 was executed and is the highest-Q action (action 5). Q-value vs next-best action 9: +0.7825. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.061658095,-1.870779198,-18.1257696,28.985700607299805,28.20321273803711,0.7824878692626953,13.177437782287598,26.17131805419922,21.718093872070312,27.099599838256836,27.345857620239258,28.985700607299805,22.45992088317871,25.035306930541992,25.514759063720703,28.20321273803711,27.90629768371582,25.24425506591797,18,180.375,20,102.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8036389350891113,4.5859375,7221.583984,0.8047858476638794,5.40234375,0.081978932,0,80.57142639160156,0,967.2857055664062,17,7
2576,DQN,Scalar,SingleObjective_RDX,8,8,9,1,Action 8 was executed and is the highest-Q action (action 8). Q-value vs next-best action 9: +0.7744. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.175236786,-0.043779835,-18.1262934,28.62717056274414,27.852819442749023,0.7743511199951172,12.770011901855469,26.229894638061523,20.95176124572754,26.56607437133789,25.672348022460938,27.626951217651367,22.72276496887207,27.356525421142578,28.62717056274414,27.852819442749023,26.757226943969727,23.930612564086914,18,184.5,22,104.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8036389350891113,4.5859375,7224.386719,0.7845687866210938,5.40234375,0.081978932,0,80.42857360839844,0,967.2857055664062,18,7
2577,DQN,Scalar,SingleObjective_RDX,10,10,9,1,Action 10 was executed and is the highest-Q action (action 10). Q-value vs next-best action 9: +0.1101. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-20,-20.24780103,-39.62727602,29.302053451538086,29.191980361938477,0.11007308959960938,12.909968376159668,25.946950912475586,20.489946365356445,26.35938835144043,26.95873260498047,28.374235153198242,21.89805030822754,24.798770904541016,26.46479034423828,29.191980361938477,29.302053451538086,25.201709747314453,14,176.375,22,104.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8036389350891113,4.5859375,7227.191406,0.006100518,0.022216797,0.081978932,0,80.42857360839844,0,967.1428833007812,18,7
2578,DQN,Scalar,SingleObjective_RDX,5,5,7,1,Action 5 was executed and is the highest-Q action (action 5). Q-value vs next-best action 7: +1.4363. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.061658095,-0.044934985,-18.12825867,28.977628707885742,27.541305541992188,1.4363231658935547,12.268038749694824,26.376779556274414,21.62432289123535,26.091501235961914,25.686023712158203,28.977628707885742,23.56633949279785,27.541305541992188,27.420494079589844,27.30191421508789,26.000179290771484,23.783626556396484,18,184.5,24,106.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8039181232452393,4.5859375,7229.996094,0.039976936,0.19128418,0.081978932,0,80.42857360839844,0,967.1428833007812,18,7
2579,DQN,Scalar,SingleObjective_RDX,8,8,5,1,Action 8 was executed and is the highest-Q action (action 8). Q-value vs next-best action 5: +0.1792. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.120383817,-0.20770873,-18.12855318,28.22084617614746,28.04166603088379,0.17918014526367188,12.616085052490234,26.303455352783203,20.793535232543945,26.022403717041016,25.645843505859375,28.04166603088379,22.928014755249023,27.233386993408203,28.22084617614746,27.79216194152832,26.70849609,23.948135375976562,18,184.5,22,104.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8039181232452393,4.5859375,7232.800781,0.006266457,0.022918701,0.081978932,0,80.28571319580078,0,967.1428833007812,18,7
2580,DQN,Scalar,SingleObjective_RDX,5,5,9,1,Action 5 was executed and is the highest-Q action (action 5). Q-value vs next-best action 9: +0.3989. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.061658095,-0.091720008,-18.1295359,29.199575424194336,28.800683975219727,0.3988914489746094,12.645275115966797,26.165739059448242,21.117979049682617,26.353164672851562,27.078990936279297,29.199575424194336,22.514291763305664,25.106815338134766,25.88811492919922,28.800683975219727,28.561655044555664,24.811298370361328,16,178.375,22,104.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.804197072982788,4.5859375,7235.605469,0.032746725,0.19128418,0.081978932,0,80.28571319580078,0,967,18,7
2581,DQN,Scalar,SingleObjective_RDX,8,8,9,1,Action 8 was executed and is the highest-Q action (action 8). Q-value vs next-best action 9: +0.4692. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.175236786,-0.043052415,-18.13005988,28.47014045715332,28.00098419189453,0.46915626525878906,12.745022773742676,26.155153274536133,20.262542724609375,25.660320281982422,25.600666046142578,27.28806495666504,22.73732566833496,27.11090087890625,28.47014045715332,28.00098419189453,27.162050247192383,24.287532806396484,18,184.5,22,104.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8047549724578857,4.58984375,7238.410156,0.01348768,0.053527832,0.081978932,0,80.14286041259766,0,967,18,7
2582,DQN,Scalar,SingleObjective_RDX,10,10,9,1,Action 10 was executed and is the highest-Q action (action 10). Q-value vs next-best action 9: +0.1482. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-20,-20.24899293,-39.63104267,29.32960319519043,29.181365966796875,0.1482372283935547,12.828295707702637,25.851707458496094,20.231698989868164,25.965110778808594,26.84851837158203,28.004051208496094,21.994281768798828,24.888931274414062,26.40471839904785,29.181365966796875,29.32960319519043,25.32820701599121,14,176.375,22,104.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8047549724578857,4.58984375,7241.214844,0.005998884,0.021987915,0.081978932,0,80.14286041259766,0,966.8571166992188,17,7
2583,DQN,Scalar,SingleObjective_RDX,5,5,7,1,Action 5 was executed and is the highest-Q action (action 5). Q-value vs next-best action 7: +1.1507. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.061658095,-0.047346258,-18.13202551,28.645816802978516,27.495079040527344,1.1507377624511719,12.211380004882812,26.281911849975586,21.362375259399414,25.71286392211914,25.678634643554688,28.645816802978516,23.62461280822754,27.495079040527344,27.267004013061523,27.372764587402344,26.17182731628418,23.962526321411133,18,184.5,24,106.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8050341606140137,4.58984375,7244.019531,0.040208273,0.191162109,0.081978932,0,80.14286041259766,0,966.8571166992188,17,7
2584,DQN,Scalar,SingleObjective_RDX,8,8,9,1,Action 8 was executed and is the highest-Q action (action 8). Q-value vs next-best action 9: +0.1985. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.120383817,-0.210644807,-18.13232019,28.054880142211914,27.856365203857422,0.1985149383544922,12.554166793823242,26.209918975830078,20.541027069091797,25.64427375793457,25.64063262939453,27.716094970703125,22.995468139648438,27.19189453,28.054880142211914,27.856365203857422,26.869665145874023,24.12331199645996,18,184.5,22,104.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8050341606140137,4.58984375,7246.824219,0.006627492,0.025466919,0.081978932,0,80,0,966.8571166992188,17,7
2585,DQN,Scalar,SingleObjective_RDX,10,10,9,1,Action 10 was executed and is the highest-Q action (action 10). Q-value vs next-best action 9: +0.1237. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-20,-20.09121766,-39.63330309,28.969032287597656,28.84536361694336,0.12366867065429688,12.633223533630371,26.026023864746094,20.79548454284668,25.93804359436035,27.28563117980957,28.450815200805664,22.62230682373047,24.95391845703125,25.594907760620117,28.84536361694336,28.969032287597656,25.13549041748047,16,178.375,22,104.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8050341606140137,4.58984375,7249.628906,0.033225469291210175,0.19140625,0.081978932,0,80,0,966.7142944335938,17,7
2586,DQN,Scalar,SingleObjective_RDX,5,5,7,1,Action 5 was executed and is the highest-Q action (action 5). Q-value vs next-best action 7: +0.7327. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.061658095,-0.041695697,-18.13428603,28.249980926513672,27.517234802246094,0.7327461242675781,12.265222549438477,26.405357360839844,21.248092651367188,25.60761833190918,25.92884635925293,28.249980926513672,23.795154571533203,27.517234802246094,27.255094528198242,27.315792083740234,26.15130043029785,23.81304359436035,20,186.5,22,104.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8050341606140137,4.58984375,7252.433594,0.013408660888671875,0.053741455,0.081978932,0,80,0,966.7142944335938,17,7
2587,DQN,Scalar,SingleObjective_RDX,8,8,9,1,Action 8 was executed and is the highest-Q action (action 8). Q-value vs next-best action 9: +0.3781. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.175236786,-0.04277888,-18.13458082,28.36228370666504,27.98422622680664,0.37805747985839844,12.775434494018555,26.120742797851562,20.17202377319336,25.596345901489258,25.771623611450195,26.815048217773438,22.800701141357422,27.078495025634766,28.36228370666504,27.98422622680664,27.361539840698242,24.39592170715332,18,184.5,22,104.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8050341606140137,4.58984375,7255.238281,0.005805152,0.021224976,0.081978932,0,79.85713958740234,0,966.7142944335938,16,7
2588,DQN,Scalar,SingleObjective_RDX,10,10,9,1,Action 10 was executed and is the highest-Q action (action 10). Q-value vs next-best action 9: +0.4416. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-20,-20.24865876,-39.63556383,29.691722869873047,29.25007438659668,0.4416484832763672,12.897711753845215,25.81505584716797,20.125835418701172,25.924367904663086,27.13158416748047,27.58411407470703,21.995948791503906,24.68155288696289,26.19954490661621,29.25007438659668,29.691722869873047,25.490497589111328,14,176.375,22,104.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8050341606140137,4.58984375,7258.042969,0.00595447,0.02142334,0.081978932,0,79.85713958740234,0,966.5714111328125,16,7
2589,DQN,Scalar,SingleObjective_RDX,5,5,7,1,Action 5 was executed and is the highest-Q action (action 5). Q-value vs next-best action 7: +0.5031. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.061658095,-0.044220632,-18.13654687,27.86870002746582,27.365581512451172,0.5031185150146484,12.20956039428711,26.02564811706543,21.22089385986328,25.60047721862793,25.84207534790039,27.86870002746582,23.660968780517578,27.365581512451172,26.899560928344727,27.155349731445312,26.289621353149414,24.158357620239258,18,184.5,24,106.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8053131103515625,4.58984375,7260.847656,0.040139336,0.190917969,0.081978932,0,79.85713958740234,0,966.5714111328125,16,7
2590,DQN,Scalar,SingleObjective_RDX,8,8,9,1,Action 8 was executed and is the highest-Q action (action 8). Q-value vs next-best action 9: +0.0707. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.120383817,-0.2098061,-18.13684177,27.773006439208984,27.70229721069336,0.070709229,12.598372459411621,25.942216873168945,20.32837486,25.533687591552734,25.817829132080078,26.802209854125977,22.970542907714844,27.038288116455078,27.773006439208984,27.70229721069336,27.095077514648438,24.37529945373535,18,184.5,22,104.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8053131103515625,4.58984375,7263.652344,0.006160736,0.022247314,0.081978932,0,79.71428680419922,0,966.5714111328125,15,7
2591,DQN,Scalar,SingleObjective_RDX,10,10,9,1,Action 10 was executed and is the highest-Q action (action 10). Q-value vs next-best action 9: +0.3053. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-20,-20.08783463,-39.63782488,29.110740661621094,28.8054142,0.3053264617919922,12.638826370239258,25.81683921813965,20.70030975341797,25.896276473999023,27.404735565185547,28.10924530029297,22.53485679626465,24.715923309326172,25.23812484741211,28.8054142,29.110740661621094,25.29158592224121,16,178.375,22,104.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8053131103515625,4.58984375,7266.457031,0.033095222,0.191772461,0.081978932,0,79.71428680419922,0,966.4285888671875,15,7
2592,DQN,Scalar,SingleObjective_RDX,5,5,7,1,Action 5 was executed and is the highest-Q action (action 5). Q-value vs next-best action 7: +0.5040. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.061658095,-0.042312034,-18.13880804,27.88985252380371,27.385875701904297,0.5039768218994141,12.245729446411133,26.195940017700195,21.161251068115234,25.55012321472168,25.970684051513672,27.88985252380371,23.74464988708496,27.385875701904297,26.959871292114258,27.211030960083008,26.177146911621094,23.92535400390625,20,186.5,22,104.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8055920600891113,4.58984375,7269.261719,0.012878418,0.053771973,0.081978932,0,79.71428680419922,0,966.4285888671875,15,7
2593,DQN,Scalar,SingleObjective_RDX,8,8,9,1,Action 8 was executed and is the highest-Q action (action 8). Q-value vs next-best action 9: +0.2290. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.175236786,-0.043699869,-18.13910304,27.848709106445312,27.619720458984375,0.2289886474609375,12.747930526733398,25.854515075683594,20.09591293334961,25.726341247558594,25.771020889282227,26.48617935180664,22.667949676513672,26.814138412475586,27.848709106445312,27.619720458984375,27.226648330688477,24.508352279663086,18,184.5,22,104.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8055920600891113,4.58984375,7272.066406,0.00588308,0.020797729,0.081978932,0,79.57142639160156,0,966.4285888671875,15,7
2594,DQN,Scalar,SingleObjective_RDX,10,10,9,1,Action 10 was executed and is the highest-Q action (action 10). Q-value vs next-best action 9: +0.6628. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-20,-20.24784733,-39.64008625,29.52714729309082,28.864315032958984,0.6628322601318359,12.868802070617676,25.54947280883789,20.05131721496582,26.054439544677734,27.11364746,27.289487838745117,21.861299514770508,24.41567039489746,25.69048500061035,28.864315032958984,29.52714729309082,25.584041595458984,14,176.375,22,104.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8055920600891113,4.58984375,7274.873047,0.006091254,0.022338867,0.081978932,0,79.57142639160156,0,966.2857055664062,16,7
2595,DQN,Scalar,SingleObjective_RDX,5,5,7,1,Action 5 was executed and is the highest-Q action (action 5). Q-value vs next-best action 7: +0.7304. [DQN: single-objective algorithm. q_a{i}_scalar columns contain per-action Q values for SHAP. Reward decomposition not applicable.],-0.061658095,-0.043254641,-18.14106951,27.932222366333008,27.201786041259766,0.7304363250732422,12.201277732849121,25.983531951904297,21.206008911132812,25.77153778076172,25.812175750732422,27.932222366333008,23.563405990600586,27.201786041259766,26.64404869,26.944385528564453,26.163686752319336,24.13626480102539,18,184.5,24,106.6875,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8058712482452393,4.58984375,7277.679688,0.039989199,0.191162109,0.081978932,0,79.57142639160156,0,966.2857055664062,16,7
