step,algo,q_type,exp_type,env_action,reference_action,alt_action,match,summary,reward_resource,reward_network,reward_security,best_q,alt_q,delta,feat_vim0_cpu,feat_vim0_ram,feat_vim1_cpu,feat_vim1_ram,feat_max_apt_score,feat_mean_apt_score,feat_max_dataleak_score,feat_mean_dataleak_score,feat_max_dos_score,feat_mean_dos_score,feat_mean_security_penalty,feat_max_security_penalty,feat_security_penalty_cumul,feat_mean_network_penalty,feat_max_network_penalty,feat_mean_mtd_overhead,feat_min_remaining_mig,feat_mean_remaining_mig,feat_min_remaining_reinst,feat_mean_remaining_reinst,feat_steps_since_last_mtd,feat_total_ues,feat_nb_resources
2718,DQN,Scalar,SingleObjective_RDX,4,4,7,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 7: +0.0508. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.061658094951998,-20.124406256263683,-39.70379568068813,69.30094146728516,69.25016021728516,0.05078125,20.0,190.625,18.0,98.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8150787353515625,4.63671875,7634.0859375,0.010836465284228325,0.040863037109375,0.0819789320230484,0.0,165.42857360839844,0.0,898.7142944335938,1.0,49.0,7.0
2719,DQN,Scalar,SingleObjective_RDX,4,4,7,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 7: +0.8677. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.061658094951997804,-0.12206344630351346,-18.204781930003,70.77043151855469,69.90274047851562,0.8676910400390625,22.0,192.625,18.0,98.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8150787353515625,4.63671875,7636.900390625,0.017896652221679688,0.05328369140625,0.0819789320230484,0.0,165.42857360839844,0.0,898.7142944335938,0.0,49.0,7.0
2720,DQN,Scalar,SingleObjective_RDX,7,7,2,1,Action 7 was executed and is the highest-Q action (action 7). Q-value vs next-best action 2: +0.0203. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.12038381735644083,-0.1261583396662578,-18.145763518346975,69.79076385498047,69.77045440673828,0.0203094482421875,20.0,190.625,20.0,100.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8150787353515625,4.63671875,7639.70703125,0.017547335475683212,0.052886962890625,0.0819789320230484,0.0,165.42857360839844,0.0,898.5714111328125,0.0,48.0,7.0
2721,DQN,Scalar,SingleObjective_RDX,4,4,7,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 7: +1.0464. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.17523678589567607,-0.08362152461499138,-18.146747045498557,71.38824462890625,70.34188079833984,1.0463638305664062,18.0,184.5,20.0,100.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8067080974578857,4.6015625,7642.513671875,0.018159320577979088,0.05364990234375,0.0819789320230484,0.0,165.2857208251953,0.0,898.5714111328125,0.0,48.0,7.0
2722,DQN,Scalar,SingleObjective_RDX,7,7,2,1,Action 7 was executed and is the highest-Q action (action 7). Q-value vs next-best action 2: +0.2479. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.0,-20.28014402421535,-39.64773061883808,69.90645599365234,69.65857696533203,0.2478790283203125,16.0,182.5,20.0,100.5625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8067080974578857,4.6015625,7645.3203125,0.011326925829052925,0.042938232421875,0.0819789320230484,0.0,165.2857208251953,0.0,898.4285888671875,1.0,48.0,7.0
2723,DQN,Scalar,SingleObjective_RDX,7,7,4,1,Action 7 was executed and is the highest-Q action (action 7). Q-value vs next-best action 4: +0.3956. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.12038381735644083,-0.07931271905357606,-18.148026044381186,70.74285888671875,70.34729766845703,0.39556121826171875,18.0,184.5,24.0,108.625,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8069872856140137,4.6015625,7648.126953125,0.045165471732616425,0.1907958984375,0.0819789320230484,0.0,165.2857208251953,0.0,898.4285888671875,0.0,47.0,7.0
2724,DQN,Scalar,SingleObjective_RDX,4,4,7,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 7: +0.7453. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.061658094951997804,-0.23901320591435485,-18.149009677747713,71.04839324951172,70.3030776977539,0.7453155517578125,18.0,184.5,20.0,100.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8069872856140137,4.6015625,7650.93359375,0.0107198441401124,0.0399169921875,0.0819789320230484,0.0,165.14285278320312,0.0,898.4285888671875,0.0,48.0,7.0
2725,DQN,Scalar,SingleObjective_RDX,0,7,7,0,Action 0 was executed; the highest-Q action (action 7) was not chosen (possible cause: exploration or policy not converged). Q-value of action 0 vs highest-Q action (action 7): -8.6912. [DQN: single-objective algorithm. Reward decomposition not applicable.],-10.0,-10.123940289986763,-29.64999335730535,61.08461380004883,69.77580261230469,-8.69118881225586,20.0,190.625,20.0,100.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8069872856140137,4.6015625,7653.740234375,0.03755487874150276,0.1917724609375,0.0819789320230484,0.0,165.14285278320312,0.0,898.2857055664062,1.0,48.0,7.0
2726,DQN,Scalar,SingleObjective_RDX,4,4,7,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 7: +0.2183. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.061658094951997804,-0.08072266631554038,-18.15097708305547,70.33404541015625,70.11579132080078,0.21825408935546875,22.0,192.625,20.0,100.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8069872856140137,4.6015625,7656.546875,0.017832892015576363,0.05364990234375,0.0819789320230484,0.0,165.14285278320312,0.0,898.2857055664062,0.0,48.0,7.0
2727,DQN,Scalar,SingleObjective_RDX,7,7,2,1,Action 7 was executed and is the highest-Q action (action 7). Q-value vs next-best action 2: +0.2382. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.12038381735644083,-0.1262561854123493,-18.15104324144957,69.75154876708984,69.51335906982422,0.238189697265625,20.0,190.625,20.0,100.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8072662353515625,4.6015625,7659.353515625,0.0109182083979249,0.042510986328125,0.0819789320230484,0.0,165.14285278320312,0.0,898.1428833007812,0.0,48.0,7.0
2728,DQN,Scalar,SingleObjective_RDX,4,4,7,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 7: +0.9423. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.17523678589567607,-0.07839363423089675,-18.152027016450802,71.23065185546875,70.2883071899414,0.9423446655273438,18.0,184.5,20.0,100.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8072662353515625,4.6015625,7662.162109375,0.018172945827245712,0.0535888671875,0.0819789320230484,0.0,165.0,0.0,898.1428833007812,0.0,47.0,7.0
2729,DQN,Scalar,SingleObjective_RDX,2,2,7,1,Action 2 was executed and is the highest-Q action (action 2). Q-value vs next-best action 7: +0.5051. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.061658094951997804,-0.2831268829892467,-18.15083820735813,70.01298522949219,69.50788116455078,0.5051040649414062,16.0,182.5,20.0,100.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.808103322982788,4.60546875,7664.970703125,0.0105906892567873,0.039276123046875,0.0819789320230484,0.0,165.0,0.0,898.0,0.0,47.0,7.0
2730,DQN,Scalar,SingleObjective_RDX,4,4,7,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 7: +1.0356. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.11973425578764521,-0.08688330622279787,-18.15182197262152,70.82475280761719,69.78911590576172,1.0356369018554688,18.0,184.5,22.0,106.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8078243732452393,4.60546875,7667.779296875,0.0456804558634758,0.1910400390625,0.0819789320230484,0.0,165.0,0.0,897.8571166992188,0.0,49.0,7.0
2731,DQN,Scalar,SingleObjective_RDX,7,7,11,1,Action 7 was executed and is the highest-Q action (action 7). Q-value vs next-best action 11: +0.3014. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.17523678589567607,-0.1297360859569677,-18.151888170530047,69.35772705078125,69.05632781982422,0.30139923095703125,16.0,182.5,22.0,106.5,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8078243732452393,4.60546875,7670.587890625,0.011788232252001762,0.04644775390625,0.0819789320230484,0.0,165.0,0.0,897.7142944335938,0.0,49.0,7.0
2732,DQN,Scalar,SingleObjective_RDX,4,4,7,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 7: +1.5863. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.061658094951997804,-0.2807405591432984,-18.152871985046865,71.21855163574219,69.63224792480469,1.5863037109375,18.0,184.5,18.0,98.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8078243732452393,4.60546875,7673.396484375,0.018691744655370712,0.053985595703125,0.0819789320230484,0.0,164.85714721679688,0.0,897.7142944335938,0.0,49.0,7.0
2733,DQN,Scalar,SingleObjective_RDX,2,2,7,1,Action 2 was executed and is the highest-Q action (action 2). Q-value vs next-best action 7: +1.0668. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.061658094951997804,-0.13108059600648114,-18.153187485537686,70.1081314086914,69.04129791259766,1.06683349609375,20.0,190.625,20.0,100.4375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.808103322982788,4.60546875,7676.205078125,0.045275550335645676,0.19189453125,0.0819789320230484,0.0,164.85714721679688,0.0,897.5714111328125,0.0,49.0,7.0
2734,DQN,Scalar,SingleObjective_RDX,4,4,7,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 7: +1.7537. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.11973425578764521,-0.08295746199461587,-18.15417136102854,70.71257781982422,68.9588623046875,1.7537155151367188,22.0,192.625,18.0,98.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.808103322982788,4.60546875,7679.013671875,0.01888275146484375,0.053375244140625,0.0819789320230484,0.0,164.85714721679688,0.0,897.4285888671875,0.0,49.0,7.0
2735,DQN,Scalar,SingleObjective_RDX,4,4,7,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 7: +0.4265. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.061658094951998,-20.126075785379413,-39.6551552827177,69.0200424194336,68.59356689453125,0.42647552490234375,20.0,190.625,18.0,98.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.808103322982788,4.60546875,7681.822265625,0.011233193799853325,0.044219970703125,0.0819789320230484,0.0,164.85714721679688,0.0,897.2857055664062,1.0,50.0,7.0
2736,DQN,Scalar,SingleObjective_RDX,4,4,7,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 7: +1.1845. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.061658094951997804,-0.12801459898367865,-18.156139250606554,70.2776870727539,69.0931396484375,1.1845474243164062,22.0,192.625,18.0,98.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.808103322982788,4.60546875,7684.630859375,0.0181459691375494,0.053558349609375,0.0819789320230484,0.0,164.85714721679688,0.0,897.2857055664062,0.0,50.0,7.0
2737,DQN,Scalar,SingleObjective_RDX,2,2,5,1,Action 2 was executed and is the highest-Q action (action 2). Q-value vs next-best action 5: +2.1612. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.061658094951997804,-0.12787345554537632,-18.15645490447399,70.77017974853516,68.6090087890625,2.1611709594726562,20.0,190.625,20.0,100.4375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.808103322982788,4.60546875,7687.439453125,0.018425533547997475,0.053070068359375,0.0819789320230484,0.0,164.85714721679688,0.0,897.1428833007812,0.0,50.0,7.0
2738,DQN,Scalar,SingleObjective_RDX,4,4,7,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 7: +1.6837. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.11973425578764521,-0.0846804096024116,-18.15743893334602,70.27495574951172,68.59126281738281,1.6836929321289062,22.0,192.625,18.0,98.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.808103322982788,4.60546875,7690.248046875,0.018413815647363663,0.05377197265625,0.0819789320230484,0.0,164.85714721679688,0.0,897.0,0.0,50.0,7.0
2739,DQN,Scalar,SingleObjective_RDX,4,4,7,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 7: +0.5249. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.061658094951998,-20.127429252389167,-39.65842300842095,68.81343078613281,68.2885513305664,0.5248794555664062,20.0,190.625,18.0,98.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.808103322982788,4.60546875,7693.056640625,0.011476516723632812,0.044036865234375,0.0819789320230484,0.0,164.85714721679688,0.0,896.8571166992188,1.0,50.0,7.0
2740,DQN,Scalar,SingleObjective_RDX,4,4,7,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 7: +1.0953. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.061658094951997804,-0.12958111090135865,-18.159407129700135,69.83979797363281,68.74451446533203,1.0952835083007812,22.0,192.625,18.0,98.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.808103322982788,4.60546875,7695.865234375,0.018343517556786537,0.05340576171875,0.0819789320230484,0.0,164.85714721679688,0.0,896.8571166992188,0.0,49.0,7.0
2741,DQN,Scalar,SingleObjective_RDX,2,2,5,1,Action 2 was executed and is the highest-Q action (action 2). Q-value vs next-best action 5: +3.0352. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.061658094951997804,-0.1307849287345853,-18.15972293696248,71.44499206542969,68.4097671508789,3.0352249145507812,20.0,190.625,20.0,100.4375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.808382272720337,4.60546875,7698.673828125,0.0186636783182621,0.0535888671875,0.0819789320230484,0.0,164.85714721679688,0.0,896.7142944335938,0.0,50.0,7.0
2742,DQN,Scalar,SingleObjective_RDX,4,4,7,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 7: +1.7753. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.11973425578764521,-0.08491556518817746,-18.160707119233997,70.06167602539062,68.2863540649414,1.7753219604492188,22.0,192.625,18.0,98.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.808382272720337,4.60546875,7701.482421875,0.018842151388525963,0.053619384765625,0.0819789320230484,0.0,164.85714721679688,0.0,896.5714111328125,0.0,50.0,7.0
2743,DQN,Scalar,SingleObjective_RDX,4,4,5,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 5: +0.5583. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.0,-20.17245528561975,-39.661691347712974,68.59980773925781,68.04151916503906,0.55828857421875,20.0,190.625,18.0,98.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.808382272720337,4.60546875,7704.291015625,0.011509759351611137,0.04620361328125,0.0819789320230484,0.0,164.85714721679688,0.0,896.4285888671875,1.0,50.0,7.0
2744,DQN,Scalar,SingleObjective_RDX,2,2,4,1,Action 2 was executed and is the highest-Q action (action 2). Q-value vs next-best action 4: +1.6039. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.061658094951997804,-0.081865819902975,-18.1621743640165,71.04118347167969,69.43728637695312,1.6038970947265625,22.0,192.625,20.0,100.4375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8086612224578857,4.60546875,7707.099609375,0.0258331298828125,0.0538330078125,0.0819789320230484,0.0,164.85714721679688,0.0,896.4285888671875,0.0,49.0,7.0
2745,DQN,Scalar,SingleObjective_RDX,4,4,7,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 7: +1.9224. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.11973425578764521,-0.08548780305050402,-18.16315866134964,69.96468353271484,68.042236328125,1.9224472045898438,22.0,192.625,18.0,98.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8086612224578857,4.60546875,7709.908203125,0.011079243384301662,0.043548583984375,0.0819789320230484,0.0,164.85714721679688,0.0,896.2857055664062,0.0,49.0,7.0
2746,DQN,Scalar,SingleObjective_RDX,4,4,5,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 5: +0.2294. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.061658094951998,-20.131457123101352,-39.66414300489367,68.28003692626953,68.05062866210938,0.22940826416015625,20.0,190.625,18.0,98.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8092193603515625,4.609375,7712.716796875,0.0115906847640872,0.047332763671875,0.0819789320230484,0.0,164.85714721679688,0.0,896.1428833007812,1.0,49.0,7.0
2747,DQN,Scalar,SingleObjective_RDX,4,4,2,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 2: +0.6992. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.061658094951997804,-0.12271352167067939,-18.165127394649964,69.49292755126953,68.7936782836914,0.699249267578125,22.0,192.625,18.0,98.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8092193603515625,4.609375,7715.525390625,0.018939699977636337,0.053466796875,0.0819789320230484,0.0,164.85714721679688,0.0,896.1428833007812,0.0,49.0,7.0
2748,DQN,Scalar,SingleObjective_RDX,2,2,5,1,Action 2 was executed and is the highest-Q action (action 2). Q-value vs next-best action 5: +3.5779. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.061658094951997804,-0.12697998013127443,-18.165443470397427,72.03240966796875,68.45450592041016,3.5779037475585938,20.0,190.625,20.0,100.4375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8092193603515625,4.609375,7718.3359375,0.017644336447119713,0.053009033203125,0.0819789320230484,0.0,164.85714721679688,0.0,896.0,0.0,49.0,7.0
2749,DQN,Scalar,SingleObjective_RDX,4,4,5,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 5: +2.1385. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.11973425578764521,-0.0858960689346012,-18.16642792116206,70.0685043334961,67.93003845214844,2.1384658813476562,22.0,192.625,18.0,98.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8097774982452393,4.609375,7721.146484375,0.018280029296875,0.053619384765625,0.0819789320230484,0.0,164.85714721679688,0.0,895.8571166992188,0.0,49.0,7.0
2750,DQN,Scalar,SingleObjective_RDX,4,4,5,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 5: +0.3993. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.061658094951998,-20.12204369440925,-39.66741241814216,68.60504913330078,68.20576477050781,0.39928436279296875,20.0,190.625,18.0,98.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8097774982452393,4.609375,7723.95703125,0.0116484509781003,0.0467529296875,0.0819789320230484,0.0,164.85714721679688,0.0,895.7142944335938,1.0,49.0,7.0
2751,DQN,Scalar,SingleObjective_RDX,8,4,4,0,Action 8 was executed; the highest-Q action (action 4) was not chosen (possible cause: exploration or policy not converged). Q-value of action 8 vs highest-Q action (action 4): -4.0312. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.12038381735644083,-0.12436869725245085,-18.163807167784583,65.54120635986328,69.57239532470703,-4.03118896484375,22.0,192.625,18.0,98.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8097774982452393,4.609375,7726.765625,0.01755196787416935,0.053466796875,0.0819789320230484,0.0,164.85714721679688,0.0,895.7142944335938,0.0,49.0,7.0
2752,DQN,Scalar,SingleObjective_RDX,2,2,4,1,Action 2 was executed and is the highest-Q action (action 2). Q-value vs next-best action 4: +2.2006. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.17523678589567607,-0.08627529873166252,-18.164123181235453,72.85088348388672,70.65032196044922,2.2005615234375,22.0,192.625,16.0,92.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8094983100891113,4.609375,7729.57421875,0.01788875088095665,0.0531005859375,0.0819789320230484,0.0,164.85714721679688,0.0,895.5714111328125,0.0,49.0,7.0
2753,DQN,Scalar,SingleObjective_RDX,4,4,5,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 5: +2.5345. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.22723672533616093,-0.08601158562689167,-18.165107569701618,71.23161315917969,68.69713592529297,2.5344772338867188,22.0,192.625,14.0,90.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8094983100891113,4.609375,7732.384765625,0.011702128686010838,0.048431396484375,0.0819789320230484,0.0,164.85714721679688,0.0,895.4285888671875,0.0,49.0,7.0
2754,DQN,Scalar,SingleObjective_RDX,4,4,5,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 5: +0.6568. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.061658094951998,-20.17261354747475,-39.666092004381355,69.21348571777344,68.55667877197266,0.6568069458007812,20.0,190.625,14.0,90.3125,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8097774982452393,4.609375,7735.1953125,0.0116647994145751,0.0478515625,0.0819789320230484,0.0,164.85714721679688,0.0,895.2857055664062,1.0,49.0,7.0
2755,DQN,Scalar,SingleObjective_RDX,4,4,2,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 2: +0.4201. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.061658094951997804,-0.12366744901200687,-18.167076485276038,69.81587219238281,69.39581298828125,0.4200592041015625,22.0,192.625,18.0,98.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8097774982452393,4.609375,7738.005859375,0.025854382663965225,0.05352783203125,0.0819789320230484,0.0,164.85714721679688,0.0,895.2857055664062,0.0,49.0,7.0
2756,DQN,Scalar,SingleObjective_RDX,2,2,5,1,Action 2 was executed and is the highest-Q action (action 2). Q-value vs next-best action 5: +3.8434. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.061658094951997804,-0.12956284739396545,-18.16739265216455,72.91088104248047,69.06744384765625,3.8434371948242188,20.0,190.625,20.0,100.4375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8097774982452393,4.609375,7740.81640625,0.017782483249902725,0.0528564453125,0.0819789320230484,0.0,164.85714721679688,0.0,895.1428833007812,0.0,49.0,7.0
2757,DQN,Scalar,SingleObjective_RDX,4,4,5,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 5: +2.0198. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.11973425578764521,-0.07967507935307004,-18.16837719407293,70.55564880371094,68.5358657836914,2.0197830200195312,22.0,192.625,18.0,98.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8097774982452393,4.609375,7743.626953125,0.018657412379980087,0.053314208984375,0.0819789320230484,0.0,164.85714721679688,0.0,895.0,0.0,49.0,7.0
2758,DQN,Scalar,SingleObjective_RDX,4,4,5,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 5: +0.0904. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.061658094951998,-20.1255845221107,-39.66936178219945,68.92086791992188,68.8304443359375,0.090423583984375,20.0,190.625,18.0,98.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8097774982452393,4.609375,7746.4375,0.010770797729492188,0.040802001953125,0.0819789320230484,0.0,164.85714721679688,0.0,894.8571166992188,1.0,49.0,7.0
2759,DQN,Scalar,SingleObjective_RDX,4,4,2,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 2: +0.5527. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.061658094951997804,-0.11994439452566732,-18.170346416545495,70.03742218017578,69.48467254638672,0.5527496337890625,22.0,192.625,18.0,98.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8097774982452393,4.609375,7749.248046875,0.018077578395605087,0.053863525390625,0.0819789320230484,0.0,164.85714721679688,0.0,894.8571166992188,0.0,49.0,7.0
2760,DQN,Scalar,SingleObjective_RDX,2,2,5,1,Action 2 was executed and is the highest-Q action (action 2). Q-value vs next-best action 5: +3.6542. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.061658094951997804,-0.1252976580835428,-18.17066273688995,72.99030303955078,69.3360824584961,3.6542205810546875,20.0,190.625,20.0,100.4375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8097774982452393,4.609375,7752.05859375,0.017233166843652725,0.0526123046875,0.0819789320230484,0.0,164.85714721679688,0.0,894.7142944335938,0.0,48.0,7.0
2761,DQN,Scalar,SingleObjective_RDX,4,4,5,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 5: +1.9348. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.11973425578764521,-0.08293622015637453,-18.171647432258826,70.7639389038086,68.82913208007812,1.9348068237304688,22.0,192.625,18.0,98.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8097774982452393,4.609375,7754.869140625,0.018030984327197075,0.05352783203125,0.0819789320230484,0.0,164.85714721679688,0.0,894.5714111328125,0.0,48.0,7.0
2762,DQN,Scalar,SingleObjective_RDX,4,4,5,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 5: +0.1435. [DQN: single-objective algorithm. Reward decomposition not applicable.],-20.061658094951998,-20.127619649332107,-39.672632173850424,69.25672149658203,69.11318969726562,0.14353179931640625,20.0,190.625,18.0,98.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.8097774982452393,4.609375,7757.6796875,0.011230195872485638,0.043243408203125,0.0819789320230484,0.0,164.85714721679688,0.0,894.4285888671875,1.0,48.0,7.0
2763,DQN,Scalar,SingleObjective_RDX,4,4,2,1,Action 4 was executed and is the highest-Q action (action 4). Q-value vs next-best action 2: +0.4982. [DQN: single-objective algorithm. Reward decomposition not applicable.],-0.061658094951997804,-0.1274787859467757,-18.173616961666113,70.26465606689453,69.7664794921875,0.49817657470703125,22.0,192.625,18.0,98.375,5.5,1.5714285373687744,6.95703125,3.244419574737549,7.5,1.0714285373687744,2.810335397720337,4.61328125,7760.490234375,0.018372399732470512,0.053466796875,0.0819789320230484,0.0,164.85714721679688,0.0,894.4285888671875,0.0,47.0,7.0
